RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
329,15669064,Mazzanti,671,Germany,Male,35,1,"$144,849",1,1,1,"$179,012",0
330,15624528,L?,664,Germany,Male,26,7,"$116,244",2,1,1,"$95,145",0
331,15598493,Beach,656,France,Male,50,7,$0,2,0,1,"$72,143",0
332,15601274,Hsieh,667,Spain,Female,40,1,"$146,502",1,1,0,"$19,163",0
333,15702669,Faulkner,663,Germany,Male,44,2,"$117,029",2,0,1,"$144,680",0
334,15728669,Knowles,584,Germany,Female,30,8,"$112,014",1,1,0,"$177,772",1
335,15742668,Day,626,Spain,Female,37,6,"$108,269",1,1,0,"$5,598",0
336,15697441,Hsueh,485,France,Male,29,7,"$182,124",1,1,0,"$116,829",1
337,15740476,Tsao,659,Germany,Female,32,3,"$150,924",2,0,1,"$174,653",0
338,15648064,Kennedy,649,France,Male,33,2,$0,2,1,0,"$2,011",0
339,15636624,Nwabugwu,805,Spain,Female,39,5,"$165,272",1,1,0,"$14,110",1
340,15807923,Young,716,Germany,Female,39,10,"$115,301",1,1,0,"$43,527",1
341,15745844,Kerr,642,Germany,Female,40,6,"$129,502",2,0,1,"$86,099",1
342,15786170,Tien,659,France,Male,31,4,"$118,342",1,0,0,"$161,574",0
343,15681081,Marrero,545,Spain,Female,47,5,$0,2,1,1,"$38,970",0
344,15684484,White,543,France,Male,22,8,$0,2,0,0,"$127,587",0
345,15785869,Pisano,718,France,Female,25,7,$0,2,1,0,"$30,380",0
346,15763859,Brown,840,France,Female,43,7,$0,2,1,0,"$90,909",0
347,15658935,Freeman,630,Germany,Female,34,9,"$106,937",2,1,0,"$138,275",0
348,15747358,Russell,643,Germany,Male,59,3,"$170,331",1,1,1,"$32,172",0
349,15735203,Seleznyov,654,Germany,Female,32,1,"$114,511",1,1,1,"$126,143",0
350,15576256,Yusupova,582,France,Male,39,5,$0,2,1,1,"$129,893",0
351,15659420,Foley,659,Spain,Male,32,3,"$107,594",2,1,1,"$102,417",0
352,15593365,Shih,762,Spain,Male,39,2,"$81,273",1,1,1,"$18,720",0
353,15777352,Ikedinachukwu,568,Spain,Female,32,7,"$169,400",1,1,0,"$61,936",0
354,15812007,Power,670,Spain,Male,25,6,$0,2,1,1,"$78,359",0
355,15625461,Amos,613,France,Female,45,1,"$187,842",2,1,1,"$147,224",0
356,15739438,Reed,539,France,Male,30,0,$0,2,1,0,"$160,980",0
357,15611759,Simmons,850,Spain,Female,57,8,"$126,776",2,1,1,"$132,298",0
358,15661629,Ricci,522,Spain,Male,34,9,"$126,436",1,1,0,"$174,249",1
359,15633950,Yen,737,France,Male,41,1,"$101,961",1,1,1,"$123,547",0
360,15592386,Campbell,520,France,Male,58,3,$0,2,0,1,"$32,790",0
361,15803716,West,706,Spain,Male,28,3,$0,2,0,1,"$181,544",0
362,15696674,Robinson,643,Germany,Female,45,2,"$150,843",1,0,1,"$2,320",1
363,15706365,Bianchi,648,France,Female,50,9,"$102,536",1,1,1,"$189,543",0
364,15745088,Chen,443,Germany,Female,29,9,"$99,028",2,1,0,"$10,940",0
365,15676715,Madukaego,640,France,Male,68,9,$0,2,1,1,"$199,493",0
366,15613085,Ibrahimova,628,Spain,Female,33,3,$0,1,1,1,"$188,193",0
367,15633537,Nolan,540,Germany,Female,42,9,"$87,271",2,1,0,"$172,573",0
368,15594720,Scott,460,Germany,Female,35,8,"$102,743",2,1,1,"$189,340",0
369,15684042,Blair,636,Germany,Male,34,2,"$40,106",2,0,1,"$53,512",0
370,15583303,Monaldo,593,France,Female,29,2,"$152,265",1,1,0,"$34,004",0
371,15611579,Sutherland,801,Spain,Male,42,4,"$141,948",1,1,1,"$10,598",0
372,15774696,Cole,640,Germany,Female,75,1,"$106,308",2,0,1,"$113,429",0
373,15694506,Briggs,611,Germany,Male,31,0,"$107,885",2,1,1,"$183,488",0
374,15688074,Gregory,802,Germany,Male,31,1,"$125,014",1,1,1,"$187,658",0
375,15759537,Bianchi,717,Germany,Male,35,7,"$58,469",2,1,1,"$172,459",0
376,15758449,Angelo,769,France,Female,39,8,$0,1,0,1,"$21,016",0
377,15583456,Gardiner,745,Germany,Male,45,10,"$117,232",3,1,1,"$122,381",1
378,15667871,Kerr,572,Spain,Male,35,4,"$152,390",1,1,0,"$128,124",0
379,15677371,Ko,629,Spain,Female,30,2,"$34,014",1,1,0,"$19,571",0
380,15629677,Distefano,687,Spain,Female,39,2,$0,3,0,0,"$188,151",1
381,15713578,Farrell,483,France,Female,50,9,$0,2,1,1,"$111,020",0
382,15591509,Milano,690,France,Male,36,7,"$101,583",2,1,0,"$123,775",0
383,15568240,Ting,492,Germany,Female,30,10,"$77,169",2,0,1,"$146,700",0
384,15622993,Boyd,709,Germany,Male,28,8,"$124,696",2,1,0,"$145,251",0
385,15689294,Onyemaechi,705,Germany,Male,44,3,"$105,935",1,1,0,"$82,464",0
386,15720910,Black,560,France,Female,66,9,$0,1,1,1,"$15,928",0
387,15721181,Oliver,611,Spain,Male,46,6,$0,2,1,0,"$45,886",0
388,15776433,Greco,730,Spain,Male,62,2,$0,2,1,1,"$186,490",0
389,15748936,Whitehead,709,Spain,Female,45,2,$0,2,0,1,"$162,923",0
390,15717225,Ikemefuna,544,France,Female,21,10,"$161,526",2,1,0,"$9,263",0
391,15685226,Morrison,712,Germany,Female,29,7,"$147,199",1,1,1,"$84,932",0
392,15785611,Onyeoruru,752,Germany,Male,38,3,"$183,102",1,1,1,"$71,557",0
393,15573456,Cunningham,648,Spain,Male,46,9,"$127,209",2,1,0,"$77,406",1
394,15684548,Demidov,556,Spain,Male,38,8,$0,2,0,0,$417,1
395,15620505,Celis,594,Spain,Female,24,0,"$97,379",1,1,1,"$71,405",0
396,15807432,Cheng,645,Germany,Female,37,2,"$136,925",2,0,1,"$153,400",0
397,15584766,Knight,557,France,Male,33,3,"$54,504",1,1,1,$371,0
398,15612187,Morin,547,Germany,Male,32,8,"$155,727",1,1,0,"$67,790",0
399,15762218,Mills,701,France,Female,39,9,$0,2,0,1,"$145,895",0
400,15646372,Outhwaite,616,France,Female,66,1,"$135,842",1,1,0,"$183,841",1
401,15690452,Tung,605,France,Male,52,1,"$63,350",1,1,0,"$108,887",0
402,15747795,Pai,593,Germany,Female,38,4,"$129,499",1,1,1,"$154,071",0
403,15781589,Carpenter,751,Spain,Male,52,8,$0,2,0,1,"$179,292",0
404,15732674,Fennell,443,Spain,Male,36,6,"$70,438",2,0,1,"$56,937",0
405,15642291,Fontaine,685,France,Male,23,8,$0,2,1,1,"$112,239",0
406,15692761,Pratt,718,France,Male,36,9,$0,1,1,0,"$45,910",0
407,15578045,Mitchell,538,Spain,Female,49,9,"$141,434",1,0,0,"$173,779",1
408,15745354,Franklin,611,Spain,Female,37,4,$0,2,1,0,"$125,696",0
409,15701376,K'ung,668,Germany,Male,37,10,"$152,958",2,1,1,"$159,586",0
410,15691625,Ko,537,Germany,Female,41,3,"$138,306",1,1,0,"$106,761",0
411,15566594,McKenzie,709,Spain,Male,23,10,$0,2,0,0,"$129,590",0
412,15760431,Pino,850,France,Male,38,1,$0,2,1,1,"$80,007",0
413,15686302,Fisk,745,Spain,Female,31,3,"$124,329",1,1,1,"$140,452",0
414,15801559,Chiang,693,Germany,Female,41,9,"$181,461",3,1,1,"$187,929",1
415,15810432,Moseley,795,Spain,Male,35,8,$0,2,1,0,"$167,155",0
416,15809616,Hsiung,626,Spain,Male,26,8,$0,2,0,0,"$191,421",0
417,15720559,Heath,487,Germany,Female,61,5,"$110,368",1,0,0,"$11,384",1
418,15695632,Dellucci,556,France,Female,39,9,"$89,588",1,1,1,"$94,898",0
419,15659843,Li,643,France,Female,46,6,$0,2,0,0,"$106,782",0
420,15615624,De Salis,605,France,Female,28,6,$0,2,0,0,"$159,509",0
421,15810418,T'ang,756,Germany,Female,60,3,"$115,925",1,1,0,"$93,524",1
422,15716186,Richardson,586,France,Female,38,2,$0,2,1,0,"$87,168",0
423,15674551,Fitch,535,Germany,Male,40,7,"$111,757",1,1,0,"$8,128",1
424,15622834,Stevenson,678,France,Female,35,4,$0,1,1,0,"$125,518",0
425,15566111,Estes,596,France,Male,39,9,$0,1,1,0,"$48,964",0
426,15784597,Lattimore,648,France,Male,26,9,"$162,924",1,1,0,"$98,368",0
427,15652883,Chung,492,Germany,Male,39,10,"$124,577",2,1,0,"$148,585",0
428,15806964,Utz,702,France,Male,45,0,"$80,794",1,1,1,"$27,475",0
429,15576313,Wei,486,Germany,Female,40,9,"$71,340",1,1,0,"$76,192",0
430,15806467,Boyle,568,Germany,Male,40,1,"$99,283",1,0,0,"$134,601",1
431,15597602,Nwachinemelu,619,Germany,Male,57,3,"$137,946",1,1,1,"$72,468",1
432,15743040,Kuznetsova,724,Germany,Male,41,2,"$127,893",2,0,1,"$199,645",0
433,15705521,Pisani,548,Germany,Female,33,0,"$101,084",1,1,0,"$42,750",0
434,15595039,Manna,545,Germany,Female,37,8,"$114,754",1,1,0,"$136,050",1
435,15799384,Collier,683,France,Male,33,8,$0,1,0,0,"$73,564",0
436,15581197,Ricci,762,France,Female,51,3,"$99,287",1,0,1,"$85,579",0
437,15693737,Carr,627,Germany,Female,30,4,"$79,871",2,1,0,"$129,827",0
438,15624623,Hs?,516,France,Male,35,10,"$104,089",2,0,0,"$119,666",0
439,15783501,Findlay,800,France,Female,38,2,"$168,190",2,1,0,"$68,052",0
440,15690134,Hughes,464,Germany,Female,42,3,"$85,679",1,1,1,"$164,105",0
441,15782735,Chukwuemeka,626,France,Female,35,3,$0,1,0,0,"$80,190",0
442,15611088,Genovese,790,France,Female,31,9,$0,2,1,0,"$84,127",0
443,15672145,Swift,534,France,Female,34,7,"$121,552",2,1,1,"$70,179",0
444,15732628,Ugoji,745,France,Male,46,2,"$122,220",1,1,1,"$118,024",0
445,15787470,Parkinson,553,Spain,Male,47,3,"$116,528",1,0,0,"$145,704",1
446,15803406,Ross,748,France,Female,26,1,"$77,780",1,0,1,"$183,049",0
447,15730460,Oleary,722,France,Male,37,2,$0,1,0,0,"$120,907",0
448,15644572,Turnbull,501,France,Male,40,4,"$125,832",1,1,1,"$100,434",0
449,15694860,Uspensky,675,France,Female,38,6,"$68,066",1,0,0,"$138,777",1
450,15658169,Cook,778,Spain,Female,47,6,"$127,299",2,1,0,"$124,695",0
451,15794396,Newbold,494,Germany,Female,38,7,"$174,938",1,1,0,"$40,084",0
452,15785798,Uchechukwu,850,France,Male,40,9,$0,2,0,1,"$119,232",0
453,15710825,Ch'en,592,Spain,Male,31,7,"$110,071",1,0,0,"$43,921",0
454,15668444,He,590,Spain,Female,44,3,"$139,432",1,1,0,"$62,223",0
455,15726631,Hilton,758,France,Female,39,6,"$127,358",1,0,1,"$56,577",0
456,15733797,Sal,506,France,Male,36,5,$0,2,1,0,"$164,253",0
457,15747960,Eluemuno,733,France,Male,33,3,$0,1,1,1,"$7,667",0
458,15634632,Titus,711,France,Male,38,3,$0,2,1,0,"$68,488",0
459,15707362,Yin,514,Germany,Male,43,1,"$95,556",1,0,1,"$199,274",1
460,15662976,Lettiere,637,Spain,Male,37,8,$0,1,1,1,"$186,062",0
461,15732778,Templeman,468,Germany,Male,29,1,"$111,682",2,1,1,"$195,711",0
462,15718443,Chibuzo,539,France,Male,39,3,$0,2,1,0,"$36,692",0
463,15670039,Sun,509,Spain,Female,25,3,"$108,739",2,1,0,"$106,921",0
464,15773792,Evans,662,France,Female,32,4,"$133,950",1,1,1,"$48,726",1
465,15613786,Ogbonnaya,818,Spain,Male,26,4,$0,2,1,1,"$167,037",0
466,15726032,Enyinnaya,608,France,Male,33,9,"$89,969",1,1,0,"$68,777",0
467,15663252,Olisanugo,850,Spain,Female,32,9,$0,2,1,1,"$18,925",0
468,15593782,Brookes,816,Germany,Female,38,5,"$130,879",3,1,0,"$71,906",1
469,15633283,Padovano,536,France,Male,35,8,$0,2,1,0,"$64,833",0
470,15749167,Fisk,753,France,Male,35,3,$0,2,1,1,"$184,844",0
471,15759298,Shih,631,Spain,Male,27,10,"$134,170",1,1,1,"$176,730",0
472,15683625,Hare,703,France,Male,37,1,"$149,762",1,1,0,"$20,629",1
473,15635367,Muir,774,France,Male,26,2,"$93,845",1,1,0,"$28,415",0
474,15681705,Fanucci,785,France,Male,28,8,$0,2,1,0,"$77,231",0
475,15603156,Elewechi,571,France,Female,33,1,$0,2,1,0,"$102,751",0
476,15591986,Johnston,621,Germany,Male,46,6,"$141,078",1,0,0,"$34,581",1
477,15798888,Pisano,605,Germany,Female,31,1,"$117,993",1,1,1,"$183,599",0
478,15809722,Ankudinov,611,France,Female,40,8,"$100,812",2,1,0,"$147,358",0
479,15677538,Nwokike,569,France,Male,38,7,$0,1,1,1,"$108,469",0
480,15797736,Smith,658,France,Male,29,4,"$80,263",1,1,1,"$20,613",0
481,15695585,Atkins,788,Spain,Male,34,6,"$156,479",1,0,1,"$181,197",0
482,15744398,Burns,525,France,Female,23,5,$0,2,1,0,"$160,249",0
483,15750658,Obiuto,798,France,Male,37,8,$0,3,0,0,"$110,783",0
484,15578186,Pirozzi,486,Germany,Male,37,9,"$115,218",2,1,0,"$144,995",0
485,15676519,George,615,Spain,Male,61,9,$0,2,1,0,"$150,228",1
486,15637954,Lewis,730,France,Female,35,0,"$155,471",1,1,1,"$53,718",0
487,15758639,Moran,641,France,Male,37,7,$0,2,1,0,"$75,248",0
488,15613772,Dalrymple,542,France,Male,39,3,"$135,097",1,1,1,"$14,353",1
489,15731744,Carslaw,692,France,Male,30,2,$0,2,0,1,"$130,487",0
490,15807709,Kirby,714,Germany,Female,55,9,"$180,075",1,1,1,"$100,128",0
491,15714689,Houghton,591,Spain,Male,29,1,"$97,541",1,1,1,"$196,356",0
492,15699005,Martin,710,France,Female,41,2,"$156,067",1,1,1,"$9,984",0
493,15624170,Tan,639,France,Female,38,4,"$81,551",2,0,1,"$118,975",0
494,15725679,Hsia,531,France,Female,47,6,$0,1,0,0,"$194,998",1
495,15585865,Westerberg,673,France,Female,38,2,"$170,062",2,0,0,"$134,901",1
496,15804256,Hale,765,Germany,Male,36,8,"$92,311",2,1,1,"$72,925",0
497,15662403,Kryukova,622,France,Female,32,6,"$169,089",2,1,0,"$101,058",0
498,15733616,Sopuluchukwu,806,France,Male,40,5,"$80,614",1,1,1,"$142,839",0
499,15591995,Barry,757,Germany,Male,26,8,"$121,582",2,1,1,"$127,059",0
500,15677020,Selezneva,570,France,Female,58,8,$0,1,0,1,"$116,504",1
501,15727688,Chizuoke,555,Spain,Male,32,4,$0,2,1,1,"$54,406",0
502,15715941,Lueck,692,France,Male,54,5,$0,2,1,1,"$88,722",0
503,15714485,Udinese,774,France,Male,60,5,"$85,892",1,1,0,"$74,135",1
504,15730059,Udobata,638,Spain,Male,44,9,"$77,637",2,1,1,"$111,346",0
505,15715527,Freeman,543,Spain,Female,41,4,$0,1,0,0,"$194,902",0
506,15576623,Outlaw,584,France,Male,31,5,$0,2,1,0,"$31,474",0
507,15805565,Obiuto,691,Germany,Male,30,7,"$116,928",1,1,0,"$21,198",0
508,15677307,Lo,684,Germany,Female,40,6,"$137,327",1,1,0,"$186,977",0
509,15773890,Okechukwu,733,France,Male,22,5,$0,2,1,1,"$117,202",0
510,15598883,King,599,Spain,Female,37,2,$0,2,1,1,"$143,739",0
511,15568506,Forbes,524,Germany,Female,31,10,"$67,239",2,1,1,"$161,811",0
512,15761043,Macleod,632,Germany,Female,38,6,"$86,570",2,1,0,"$98,091",0
513,15782236,Gibbs,735,Spain,Male,34,5,$0,2,0,0,"$71,095",0
514,15593601,Isayev,734,France,Male,34,6,"$133,598",1,1,1,"$13,107",0
515,15682048,Pisano,605,France,Female,51,3,"$136,189",1,1,1,"$67,111",1
516,15746902,Belstead,793,Spain,Male,38,9,$0,2,1,0,"$88,225",0
517,15752081,Vassiliev,468,France,Female,56,10,$0,3,0,1,"$62,257",1
518,15781307,Schneider,779,Germany,Male,37,7,"$120,093",2,1,0,"$135,926",0
519,15775912,Mazzanti,698,France,Male,48,4,"$101,238",2,0,1,"$177,816",1
520,15745417,Knipe,707,France,Male,58,6,"$89,686",1,0,1,"$126,471",0
521,15671256,Macartney,850,France,Female,35,1,"$211,774",1,1,0,"$188,574",1
522,15653547,Madukwe,850,France,Male,56,7,"$131,317",1,1,1,"$119,175",0
523,15595766,Watts,527,Spain,Male,37,5,"$93,723",2,1,1,"$139,094",0
524,15742358,Humphreys,696,Germany,Male,32,8,"$101,161",1,1,1,"$115,917",0
525,15763274,Wu,661,France,Male,48,3,"$120,321",1,0,0,"$96,463",0
526,15786063,Chin,776,France,Female,31,2,$0,2,1,1,"$112,350",0
527,15600258,Chesnokova,701,France,Male,43,2,$0,2,1,1,"$165,304",0
528,15573318,Kung,610,France,Male,26,8,$0,2,1,0,"$166,031",0
529,15653849,Lu,572,Germany,Female,48,3,"$152,828",1,1,0,"$38,412",1
530,15694272,Nkemakolam,673,France,Male,30,1,"$64,098",1,1,1,"$77,783",0
531,15736112,Walton,519,Spain,Female,57,2,"$119,035",2,1,1,"$29,872",0
532,15749851,Brookes,702,Spain,Female,26,4,"$135,220",1,0,1,"$59,748",0
533,15663478,Baldwin,729,France,Male,32,6,"$93,694",1,1,1,"$79,919",0
534,15592300,Mai,543,Spain,Male,35,10,"$59,409",1,1,0,"$76,774",0
535,15567832,Shih,550,France,Female,40,7,"$114,355",1,1,0,"$54,019",0
536,15776780,He,608,France,Male,59,1,$0,1,1,0,"$70,650",1
537,15592846,Fiorentini,639,Germany,Male,35,10,"$128,174",2,1,0,"$59,093",0
538,15739803,Lucciano,686,Spain,Male,34,9,$0,2,1,0,"$127,570",0
539,15794142,Ferreira,564,Germany,Female,62,5,"$114,931",3,0,1,"$18,261",1
540,15762729,Ukaegbunam,745,Germany,Female,28,1,"$111,071",1,1,0,"$73,276",1
541,15667896,De Luca,833,France,Male,37,8,"$151,226",2,1,1,"$136,129",0
542,15626578,Milne,622,France,Male,26,9,$0,2,1,1,"$153,238",0
543,15776223,Davide,597,France,Female,42,4,"$64,740",1,1,1,"$106,841",0
544,15705953,Kodilinyechukwu,721,Spain,Male,51,0,"$169,312",1,1,0,"$109,078",1
545,15802593,Little,504,France,Female,49,7,$0,3,0,1,"$87,822",1
546,15615457,Burns,842,Spain,Female,44,2,"$112,652",2,1,0,"$126,645",0
547,15708916,Paterson,587,France,Male,38,0,$0,2,1,0,"$47,414",0
548,15720187,Han,479,Germany,Female,30,7,"$143,964",2,1,0,"$41,880",0
549,15595440,Kryukova,508,France,Male,49,7,"$122,451",2,1,1,"$75,808",0
550,15600651,Ijendu,749,France,Male,24,1,$0,3,1,1,"$47,911",0
551,15750141,Reichard,721,Germany,Female,36,3,"$65,253",2,1,0,"$28,738",0
552,15657284,Day,674,Germany,Male,47,6,"$106,902",1,1,1,"$2,079",1
553,15763063,Price,685,Spain,Female,25,10,"$128,510",1,1,0,"$121,562",0
554,15709324,Bruce,417,France,Male,34,7,$0,2,1,0,"$55,004",0
555,15711309,Sumrall,574,Germany,Male,33,3,"$129,835",1,1,0,"$193,131",0
556,15775318,Lu,590,Spain,Female,51,3,"$154,963",3,0,1,"$191,932",1
557,15705515,Lazarev,587,Germany,Male,40,5,"$138,242",2,1,0,"$159,418",0
558,15634844,Miller,598,Germany,Male,41,3,"$91,537",1,1,0,"$191,469",1
559,15717046,Wentworth-Shields,741,Spain,Male,53,3,$0,2,1,1,"$38,914",0
560,15571816,Ritchie,850,Spain,Female,70,5,$0,1,1,1,$705,0
561,15670080,Mackenzie,584,Germany,Female,29,7,"$105,204",1,0,1,"$138,490",0
562,15800440,Power,650,Spain,Male,61,1,"$152,969",1,0,1,"$82,971",0
563,15665678,Tan,607,Spain,Male,36,8,"$158,262",1,1,1,"$76,745",0
564,15665956,Pendergrass,509,France,Female,46,1,$0,1,1,0,"$71,245",1
565,15788126,Evans,689,Spain,Female,38,6,"$121,021",1,1,1,"$12,182",0
566,15811773,Hsia,543,France,Male,36,4,$0,2,1,1,"$141,211",0
567,15651674,Billson,438,Spain,Female,54,2,$0,1,0,0,"$191,763",1
568,15689614,Teng,687,Spain,Female,63,1,"$137,716",1,1,1,"$37,939",0
569,15795564,Moretti,737,Germany,Male,31,5,"$121,192",2,1,1,"$74,891",0
570,15706647,Jordan,761,France,Male,31,7,$0,3,1,1,"$166,698",0
571,15728505,Ts'ao,601,France,Male,44,1,"$100,486",2,1,1,"$62,679",0
572,15730076,Osborne,651,France,Male,45,1,$0,1,1,0,"$67,740",1
573,15622003,Carslaw,745,France,Male,35,9,"$92,567",2,1,0,"$161,520",0
574,15607312,Ch'ang,648,Spain,Female,49,10,$0,2,1,1,"$159,836",1
575,15644753,Hung,848,Spain,Male,40,3,"$110,930",1,1,1,"$30,877",0
576,15653620,Gordon,546,France,Female,27,8,$0,2,1,1,"$14,858",0
577,15761986,Obialo,439,Spain,Female,32,3,"$138,902",1,1,0,"$75,686",0
578,15633922,Gray,755,France,Male,30,4,"$123,218",2,0,1,"$144,183",0
579,15734674,Lin,593,France,Female,41,6,$0,1,1,0,"$65,171",0
580,15658032,Hopkins,701,France,Male,39,2,$0,2,1,1,"$82,527",0
581,15692671,Dobson,701,Spain,Male,36,8,$0,2,1,0,"$169,161",0
582,15737741,McKay,607,Spain,Female,33,2,"$108,432",2,0,1,"$109,291",1
583,15576352,Revell,586,Spain,Female,57,3,$0,2,0,1,"$6,058",0
584,15753719,Rickards,547,Germany,Female,30,9,"$72,392",1,1,0,"$77,077",0
585,15803689,Begum,647,Germany,Female,51,1,"$119,742",2,0,0,"$54,955",1
586,15718057,Onyinyechukwuka,760,France,Female,51,2,"$100,947",1,0,0,"$179,615",1
587,15722010,Zuyev,621,Spain,Male,53,9,"$170,492",1,1,0,"$35,588",1
588,15680998,Nwankwo,725,France,Male,44,5,$0,1,1,1,"$117,356",0
589,15614782,Hao,526,France,Male,36,1,$0,1,1,0,"$160,697",0
590,15591047,Ma,519,Spain,Female,47,6,"$157,296",2,0,0,"$147,278",1
591,15788291,Okwuadigbo,713,Germany,Female,38,7,"$144,606",1,1,1,"$56,594",1
592,15604044,Mitchell,700,France,Male,38,8,"$134,811",1,1,0,"$1,300",0
593,15679587,Chan,666,France,Female,34,9,"$115,897",1,1,1,"$25,095",0
594,15775153,Buchi,630,Spain,Male,32,4,"$82,034",1,0,0,"$146,326",0
595,15603925,Greco,779,Spain,Female,26,4,"$174,318",2,0,1,"$38,296",0
596,15680970,Lombardi,611,Germany,Female,41,2,"$114,207",1,1,0,"$164,062",0
597,15697183,Uchenna,685,Spain,Male,43,9,$0,2,1,0,"$107,811",0
598,15567446,Coffman,646,Germany,Male,39,9,"$111,574",1,1,1,"$30,839",0
599,15637476,Alexandrova,683,Germany,Female,57,5,"$162,449",1,0,0,"$9,222",1
600,15714939,Fallaci,484,Germany,Female,34,4,"$148,250",1,0,1,"$33,738",0
601,15683503,Hudson,601,France,Female,43,8,$0,3,0,1,"$110,916",1
602,15645569,Mai,762,Spain,Female,26,7,"$123,709",2,1,1,"$169,655",0
603,15782569,Stout,687,France,Female,72,9,$0,1,0,1,"$69,829",0
604,15592387,Burke,566,France,Male,30,5,$0,1,1,0,"$54,927",1
605,15609286,Chadwick,702,France,Male,37,10,"$150,526",1,1,1,"$94,728",0
606,15814035,Lawrence,601,France,Male,29,9,$0,1,1,1,"$80,393",0
607,15661249,Bellucci,699,France,Male,53,4,$0,2,0,1,"$111,308",0
608,15629117,Harper,584,France,Male,28,10,$0,2,1,0,"$19,834",0
609,15607170,Boyle,699,France,Male,35,5,$0,2,1,1,"$78,397",0
610,15586585,Duncan,698,Germany,Female,51,2,"$111,019",1,1,0,"$86,410",0
611,15686611,Moss,495,France,Male,30,10,"$129,756",1,0,0,"$172,750",0
612,15603203,Avdeyeva,650,France,Female,27,6,$0,2,1,0,"$1,002",0
613,15619857,Crawford,605,France,Female,64,2,"$129,556",1,1,1,"$13,602",0
614,15805062,Lynton,667,Spain,Male,38,1,"$87,202",1,1,1,"$77,867",0
615,15660271,Duncan,688,Germany,Male,26,8,"$146,133",1,1,1,"$175,297",0
616,15745295,Gether,727,Spain,Female,31,0,$0,1,1,0,"$121,751",1
617,15719352,Davidson,754,Spain,Male,39,6,"$170,185",2,1,0,"$89,593",0
618,15766575,Larionova,612,Germany,Female,62,8,"$140,745",1,1,0,"$193,438",1
619,15594594,Loggia,546,Spain,Male,42,7,"$139,071",1,1,1,"$86,945",0
620,15646161,Steinhoff,673,Spain,Female,37,8,$0,2,1,1,"$183,319",0
621,15682585,Guerra,593,France,Male,35,9,"$114,193",1,1,0,"$71,154",0
622,15603134,Pai,656,Spain,Female,40,10,"$167,879",1,0,1,"$151,887",0
623,15636444,Craig,535,Germany,Female,53,5,"$141,617",2,1,1,"$75,889",0
624,15773456,Lazareva,678,Germany,Male,36,3,"$145,748",2,0,1,"$89,567",0
625,15745307,Ch'iu,477,Spain,Female,48,2,"$129,121",1,0,1,"$26,476",0
626,15604119,Alderete,850,Spain,Male,35,7,"$110,350",1,0,0,"$126,356",0
627,15626900,Kung,427,France,Male,29,1,"$141,326",1,1,1,"$93,839",0
628,15605447,Palermo,752,France,Male,49,2,"$78,654",1,1,0,"$7,699",0
629,15589030,Ts'ai,649,France,Male,47,1,$0,2,1,1,"$145,594",0
630,15692463,Rahman,799,Spain,Female,28,3,"$142,254",1,1,0,"$45,043",0
631,15712403,McMillan,589,France,Female,61,1,$0,1,1,0,"$61,109",1
632,15811762,Pickering,583,Germany,Female,54,6,"$115,989",1,1,0,"$57,554",1
633,15718673,Mirams,839,Spain,Female,33,10,"$75,592",1,1,0,"$62,674",0
634,15724282,Tsao,540,Germany,Male,44,3,"$164,113",2,1,1,"$12,121",0
635,15738181,Douglas,850,France,Male,31,6,"$67,996",2,0,0,"$50,130",1
636,15633648,Jideofor,696,Spain,Female,51,5,$0,2,1,0,"$55,022",0
637,15603323,Bell,660,Spain,Female,33,1,$0,2,0,0,"$117,835",0
638,15583725,Mairinger,682,France,Male,48,1,"$138,778",1,0,1,"$168,840",0
639,15588350,McIntyre,744,France,Female,43,10,"$147,832",1,0,1,"$24,234",0
640,15798398,Pagnotto,785,France,Female,36,4,"$135,438",1,0,0,"$190,627",0
641,15784844,K'ung,752,Spain,Male,48,5,"$116,060",1,1,0,"$156,618",1
642,15580684,Feng,706,France,Female,29,5,"$112,565",1,1,0,"$42,334",0
643,15809663,Donaldson,583,France,Female,27,1,"$125,407",1,1,1,"$110,784",0
644,15640078,Chambers,660,Germany,Female,39,5,"$135,135",1,1,0,"$173,683",1
645,15698786,Marcelo,819,France,Female,39,9,"$133,103",1,1,0,"$27,046",1
646,15569807,Ejimofor,673,France,Female,34,8,"$42,157",1,1,0,"$20,599",1
